en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
cadence;"ritim; ölçülü ses";n.;The soothing cadence of the lecturer's voice helped the students relax and absorb the complex medical information.;Öğretim görevlisinin sesinin yatıştırıcı ritmi öğrencilerin rahatlamasına ve karmaşık tıbbi bilgiyi özümsemesine yardımcı oldu.;"rhythm; intonation; beat";irregularity;C1;"education & learning;music & entertainment";Ses veya müzikteki ölçülü akışı ve ritmi niteleyen C1 isimdir.
cadet;"asti subay; öğrenci";n.;The military academy trains young cadets to become future officers capable of leading troops in complex combat situations.;Askeri akademi, karmaşık muharebe durumlarında birlikleri yönetebilecek geleceğin subayları olacak genç astsubayları eğitir.;"trainee; probationer; student";"veteran; officer; expert";B2;"military & conflict;education & learning";Askeri veya polis akademilerindeki öğrencileri niteleyen B2 isimdir.
cadge;otlakçılık yapmak, dilenmek, bedavaya getirmek;v.;He was known to cadge free meals from his colleagues by pretending he had forgotten his wallet at home.;Cüzdanını evde unuttuğunu söyleyerek meslektaşlarından ücretsiz yemek sızdırdığı biliniyordu.;"beg; sponge; scrounge";"donate; provide; pay; purchase";C2;"personality & behavior;work & career;society & social issues";Birisinden ufak tefek menfaatler koparmaya çalışmayı niteleyen C2 seviye deyimsel fiil.
caitiff;alçak, korkak, adi kimse;n.;Only a miserable caitiff would abandon his loyal friends when they needed his help the most.;Sadece sefil bir alçak (korkak), en sadık dostlarını yardımına en çok ihtiyaç duydukları anda terk ederdi.;"coward; scoundrel; wretch";"hero; paragon";C2;literature & publishing;Edebi ve tarihi metinlerde geçen, onurdan yoksun, aşağılık karakter.
cajole;tatlı dille kandırmak, ikna etmek;v.;The diplomat tried to cajole the delegates into signing the ceasefire treaty.;Diplomat delegeleri ateşkes antlaşmasını imzalamaları için tatlı dille ikna etmeye çalıştı.;;;C2;"international relations;communication & media;psychology & mind";
calamitous;yıkıcı, felaket getiren;adj.;The oil spill had calamitous ecological consequences for coastal marine life and nearby fisheries.;Petrol sızıntısı, kıyı deniz yaşamı ve yakındaki balıkçılık tesisleri için felaket getiren yıkıcı ekolojik sonuçlar doğurdu.;"disastrous; catastrophic; devastating";"fortunate; beneficial; propitious";B2;environment & ecology;Doğal afetler ve çevre felaketleri metinlerinde yaygındır.
calamity;büyük felaket, afet, facia;n.;The earthquake and subsequent tsunami represented the deadliest natural calamity in the island's modern history.;Deprem ve ardından gelen tsunami, adanın modern tarihindeki en ölümcül doğal afeti ve felaketini temsil etti.;"catastrophe; disaster; tragedy";"blessing; boon; godsend";B2;"environment & ecology;society & social issues";Doğal ve insan kaynaklı yıkımlar için kullanılır.
calcification;kireçlenme, kalsiyum birikimi;n.;The review highlighted the relationship between calcification and patient outcomes before the final evaluation was completed.;İnceleme, kireçlenme ile hasta sonuçları arasındaki ilişkiyi nihai değerlendirme tamamlanmadan önce ortaya koydu.;;;C1;medicine & health;
calcify;"kireçlenmek; katılaşmak";v.;If the bureaucratic structure of the company calcifies, it will lose its ability to innovate and adapt to market changes.;Şirketin bürokratik yapısı katılaşrsa yenilik yapma ve piyasa değişimlerine uyum sağlama yeteneğini kaybedecektir.;"harden; ossify";"soften; decalcify";C1;"business & management;medicine & health";Tıpta kemikleşme/kireçlenme dışında mecazi olarak sistemi esnekliğini yitirip katılaşması anlamında C1 isimdir.
calcium;kalsiyum;n.;Dairy products like milk and cheese are excellent sources of calcium, which is essential for building and maintaining strong bones and healthy teeth.;Süt ve peynir gibi süt ürünleri, güçlü kemikler ve sağlıklı dişler oluşturmak ve korumak için gerekli olan mükemmel kalsiyum kaynaklarıdır.;;;B2;academic & general;
calculable;hesaplanabilir, öngörülebilir;adj.;Structural engineers ensured that all wind stress factors on the suspension bridge were precisely calculable.;İnşaat mühendisleri, asma köprü üzerindeki tüm rüzgâr gerilimi faktörlerinin kesin olarak hesaplanabilir olmasını sağladı.;"computable; measurable; predictable";"incalculable; unpredictable";B2;mathematics;Mühendislik ve istatistik metinlerinde geçer.
calculate;hesaplamak, hesap etmek;v.;Engineers calculate expected flood levels using rainfall records, river geometry, soil conditions, and multiple climate scenarios.;Mühendisler beklenen taşkın seviyelerini yağış kayıtları, nehir geometrisi, toprak koşulları ve çeşitli iklim senaryolarını kullanarak hesaplar.;;;C1;mathematics;
calf;"Fil Veya Balina Yavrusu, Buzağı; Baldır";n.;The cow licked her newborn calf clean right after it was born in the barn.;İnek, ahırda doğar doğmaz yeni doğan buzağısını yalayarak temizledi.;"young; offspring; foal";adult;B2;animals & wildlife;"Büyükbaş hayvanların yavrusu; veya bacak kası."
caliber;"kalite; nitelik; çap";n.;The laboratory requires researchers of the highest caliber to handle the complex and dangerous experiments.;Laboratuvar karmaşık ve tehlikeli deneylerle başa çıkmak için en yüksek niteliğe sahip araştırmacılar gerektirir.;"quality; standard; ability";"inadequacy; incompetence; inferiority";C1;research & science;İnsan niteliğini veya bir silahın/malzemenin çapını ve kalitesini tanımlamak için kullanılan C1 seviye isim.
calibration;kalibrasyon, ölçüm ayarı;n.;The analysis identified calibration as a factor influencing the final outcome while the broader environment was changing.;Analiz, kalibrasyon unsurunu nihai sonuç üzerinde etkili bir etken olarak daha geniş çevre değişirken belirledi.;;;C1;measurement & quantity;
call;adlandırmak, çağırmak;v.;Hospital staff received a call from the laboratory confirming that the unusual infection had been identified.;Hastane personeli laboratuvardan, olağandışı enfeksiyonun tanımlandığını doğrulayan bir telefon aldı.;"name; summon";"ignore; neglect";A1;academic & general;
call for;istemek, gerektirmek, çağırmak;phr. v.;Repairing the ageing water network will call for sustained investment rather than a series of short-term emergency measures.;Yaşlanan su şebekesinin onarılması, bir dizi kısa vadeli acil önlem yerine sürekli yatırım gerektirecektir.;"demand; require; necessitate";"discourage; dissuade";B2;academic & general;
call forth;harekete geçirmek, uyandırmak, ortaya çıkarmak;phr. v.;The emergency called forth the best qualities in the volunteers.;Acil durum, gönüllülerdeki en iyi özellikleri ortaya çıkardı.;"elicit; evoke; summon";"suppress; repress";C2;emotions & attitudes;Bir tepkiyi veya özelliği ortaya çıkarmak. 'Elicit' ve 'evoke' eş anlamlısıdır.
call in;"birini bir yere çağırmak; iade edilmesini istemek; telefonla bildirmek";phr. v.;The airline had to call in additional engineers when repeated inspections failed to identify the source of the vibration.;Tekrarlanan denetimler titreşimin kaynağını belirleyemeyince havayolu şirketi ek mühendisler çağırmak zorunda kaldı.;"summon; recall; phone in";"dismiss; send away";B2;academic & general;
call into question;sorgulamak, şüpheyle yaklaşmak;phr. v.;The new evidence calls into question the validity of the previous study.;Yeni kanıtlar, önceki çalışmanın geçerliliğini sorgulatıyor.;"challenge; dispute; doubt";"accept; endorse; confirm";C1;research & science;Akademik metinlerde 'challenge' anlamında sık kullanılır. 'Question' ile eş anlamlıdır.
call off;iptal etmek, sona erdirmek, durdurmak;phr. v.;Organisers decided to call off the outdoor concert after forecasts showed a high probability of severe thunderstorms.;Tahminler şiddetli gök gürültülü fırtına olasılığının yüksek olduğunu gösterince organizatörler açık hava konserini iptal etmeye karar verdi.;"cancel; abandon";"hold; continue; arrange";B2;academic & general;
callous;duygusuz, nasırlaşmış, taş kalpli;adj.;The executive displayed a callous disregard for the welfare of the workers.;Yönetici çalışanların refahına yönelik duygusuz ve umursamaz bir tavır sergiledi.;;;C1;"psychology & mind;society & social issues";
callow;toy, tecrübesiz, çocuksu;adj.;The veteran journalists rolled their eyes at the callow reporter's naive questions.;Deneyimli gazeteciler, toy (tecrübesiz) muhabirin safça soruları karşısında gözlerini devirdiler.;"immature; inexperienced; naive";"experienced; mature; sophisticated";C2;"personality & behavior;work & career;education & learning";Deneyimsiz ve ham kişileri nitelemek için 'immature' yerine kullanılabilen C1 sıfattır.
calm;sakin;adj.;The sea looked calm in the harbour, but strong winds were already producing dangerous waves beyond the headland.;"Liman içinde deniz sakin görünüyordu; ancak güçlü rüzgârlar burunun ötesinde tehlikeli dalgalar oluşturmaya başlamıştı.";"peaceful; quiet";"agitated; excited";B1;urbanization & cities;
calorific;"kalorifik; ısıtıcı";adj.;Different fuels have varying calorific values, which determines their efficiency in industrial energy production.;Farklı yakıtların değişen kalorifik değerleri vardır ve bu da endüstriyel enerji üretimindeki verimliliklerini belirler.;"heat-producing; energy-rich";low-calorie;C1;"physics & astronomy;energy & resources";Enerji ve mühendislik metinlerinde bir maddenin içerdiği ısı enerjisini niteleyen C1 sıfattır.
calumniate;iftira atmak, karalamak;v.;The tabloid was fined heavily for attempting to calumniate the reputable judge without any factual basis.;"Sokak gazetesi; hiçbir gerçekli dayanak olmadan saygın yargıça iftira atmaya çalıştığı için ağır bir para cezasına çarptırıldı.";"slander; defame; malign; smear";"praise; commend; vindicate; extol";C2;"communication & media;law & justice";Calumny (iftira) isminin fiil halidir. YDS paragraf sorularında siyasi kumpas metinlerinde çıkar.
calumny;iftira, kara çalma, tezvirat;n.;The prominent climatologist filed a defamation lawsuit to protect his professional integrity against malicious calumny.;Önde gelen iklimbilimci, mesleki itibarını kötü niyetli iftiralara karşı korumak amacıyla bir hakaret davası açtı.;"slander; defamation; libel";"accolade; vindication; tribute";C2;law & justice;Hukuk ve basın özgürlüğü parçalarında sıkça test edilen ileri düzey isimdir.
camaraderie;arkadaşlık, yoldaşlık, samimiyet;n.;The intense shared experiences of the expedition fostered a deep sense of camaraderie among the crew.;Keşif gezisinin yoğun ortak deneyimleri mürettebat arasında derin bir arkadaşlık duygusu geliştirdi.;"comradeship; fellowship; togetherness; solidarity";"enmity; hostility; antagonism; animosity";C1;"relationships & family;society & social issues;sports & fitness";Zorlu koşulları paylaşan grupların içsel bağlılığını nitelemek için 'friendship' yerine kullanılan C1 isimdir.
camel;Deve;n.;In the desert, camels are still used for transportation by some nomadic tribes.;Çölde, develer hala bazı göçebe kabileler tarafından ulaşım için kullanılıyor.;;;A2;animals & wildlife;Uzun boyunlu, hörgüçlü çöl hayvanı.
cameo;"kame; kısa görünme";n.;The famous director made a brief cameo appearance in the movie as a background extra in a crowded train station.;Ünlü yönetmen kalabalık bir tren istasyonunda arka plan figürü olarak filmde kısa bir görünme yaptı.;"brief appearance; minor role";starring role;C1;"art & design;communication & media";Sinema ve edebiyatta önemli bir kişinin çok kısa sürelik performansını/görünüşünü niteleyen C1 isimdir.
campaign;kampanya, seferberlik;n.;The environmental group launched a massive awareness campaign to save the endangered sea turtles.;Çevreci grup, nesli tükenmekte olan deniz kaplumbağalarını kurtarmak için devasa bir farkındalık kampanyası başlattı.;"drive; movement; crusade";inaction;B2;"society & social issues;government & politics";Siyasi seçimler, reklam veya askeri operasyonlar için yapılan planlı hareketler.
campus;kampüs;n.;The university campus has many libraries and large green spaces for students.;Üniversite kampüsü öğrenciler için birçok kütüphane ve büyük yeşil alanlara sahiptir.;"site; grounds";;A2;academic & general;
