en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
bless;kutsamak;v.;Many people asked the priest to bless the new community center before it opened.;Birçok kişi, yeni toplum merkezi açılmadan önce rahibin onu kutsamasını istedi.;"consecrate; praise";"curse; damn";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
blind;kör;adj.;A blind reliance on historical averages can be dangerous when climate change is altering the frequency of extreme events.;İklim değişikliği aşırı olayların sıklığını değiştirirken tarihsel ortalamalara körü körüne güvenmek tehlikeli olabilir.;"sightless; visually impaired";sighted;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
breed;"yetiştirmek (hayvan); cins, soy, tür, çeşit";"n.;v.";Farmers selectively breed crops for drought tolerance, disease resistance, and other traits that improve yields under difficult conditions.;Çiftçiler, zor koşullarda verimi artıran kuraklığa dayanıklılık, hastalık direnci ve diğer özellikler için ürünleri seçici biçimde yetiştirir.;"raise; rear; type; variety";;B2;"biology_genetics;animals_wildlife;culture_customs";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
blister;Kabarcık;n.;After walking all day in new shoes, I developed a painful blister on my heel.;Bütün gün yeni ayakkabılarla yürüdükten sonra topuğumda ağrılı bir su toplaması oluştu.;"bubble; sore; swelling";;B2;medicine_health;Cilt altında oluşan içi sıvı dolu küçük kese.
blockade;Ablukaya Alma;n.;The navy imposed a naval blockade to prevent any goods from entering the enemy's ports.;Donanma, düşman limanlarına herhangi bir malın girmesini önlemek için deniz ablukası uyguladı.;"siege; barricade; encirclement";"free passage; openness";C1;military_conflict;Bir yere giriş çıkışı engellemek için askeri hareket.
bribe;"rüşvet, rüşvet verme; rüşvet vermek, para yedirmek";"n.;v.";The contractor attempted to bribe an inspector to overlook serious defects in the newly completed bridge.;Yüklenici, yeni tamamlanan köprüdeki ciddi kusurları görmezden gelmesi için bir denetçiye rüşvet vermeye çalıştı.;"payoff; kickback; incentive; corrupt";;C1;finance_banking;Birini yasa dışı bir şekilde etkilemek için verilen para veya hediye.
blouse;Bluz;n.;She wore a elegant silk blouse with her black trousers to the business dinner.;İş yemeğine siyah pantolonuyla zarif bir ipek bluz giydi.;"shirt; top; tunic";;A2;fashion_clothing;Genellikle kadınların giydiği, belden kemerli veya büzgülü üst giysi.
blubber;balina yağı;n.;The thick layer of blubber under a whale's skin provides essential insulation against the freezing temperatures of the deep ocean.;Bir balinanın derisinin altındaki kalın yağ tabakası, okyanusun donma sıcaklıklarına karşı gerekli yalıtımı sağlar.;"fat; grease";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
blueprint;plan, taslak;n.;The architect showed the clients the blueprints for their new house, detailing every room and its dimensions.;Mimar, müşterilere yeni evlerinin her odayı ve boyutlarını detaylandıran planlarını gösterdi.;"plan; design; draft";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
blunt;"keskin olmayan, kör; açık sözlü, dobra; köreltmek";"adj.;v.";A thick layer of vegetation can blunt the force of heavy rainfall and reduce erosion on steep slopes.;Kalın bir bitki örtüsü tabakası şiddetli yağışın etkisini azaltabilir ve dik yamaçlarda erozyonu düşürebilir.;"dull; frank";"sharp; tactful; sharpen";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bluntly;açık açık, dobra dobra, pervasızca;adv.;The auditor stated bluntly that the project could not continue without a credible plan to control rising costs.;Denetçi, artan maliyetleri kontrol etmek için güvenilir bir plan olmadan projenin devam edemeyeceğini açıkça söyledi.;"frankly; directly; candidly";"tactfully; indirectly";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
board;uçağa binmek;v.;The airline staff decided that the angry man could not board the plane yesterday.;Havayolu personeli dün öfkeli adamın uçağa binemeyeceğine karar verdi.;"embark; get on";"disembark; get off";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
boast;böbürlenmek;v.;The region can boast remarkable biological diversity because several climate zones meet within a relatively small area.;Bölge, nispeten küçük bir alanda birkaç iklim kuşağının buluşması sayesinde dikkate değer bir biyolojik çeşitlilikle övünebilir.;"brag; show off; crow";"belittle; humble oneself";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
boastful;övüngen;adj.;He is so boastful about his new car.;Yeni arabasıyla öyle övünüyor ki.;"arrogant; conceited; bragging";"modest; humble";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bodily;bedensel, fiziki;adj.;The accident caused him severe bodily harm, but he is expected to recover.;Kaza ona ciddi bedensel zarar verdi, ancak iyileşmesi bekleniyor.;"physical; corporeal";"mental; spiritual";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
body;beden, gövde, ceset;n.;The international standards body revised its guidance after new evidence showed that older limits no longer reflected current technology.;Uluslararası standartlar kuruluşu, yeni kanıtların eski sınırların mevcut teknolojiyi artık yansıtmadığını göstermesi üzerine rehberini gözden geçirdi.;"physique; figure; corpse";;A1;anatomy_physiology;Temel seviye kelime. Günlük iletişimde sık kullanılır.
body image;beden imgesi;n.;Social media can influence body image by exposing young users to heavily edited photographs presented as ordinary appearance.;Sosyal medya, genç kullanıcıları sıradan görünüm gibi sunulan yoğun biçimde düzenlenmiş fotoğraflara maruz bırakarak beden algısını etkileyebilir.;"self-perception; self-image";;B2;anatomy_physiology;Kişinin kendi vücudunun görünüşü hakkındaki düşünce, his ve algısı.
bodyguard;"Koruma Görevlisi; Goril";n.;The celebrity arrived at the event surrounded by several large and intimidating bodyguards.;Ünlü, etkinliğe birkaç iri kıyım ve göz korkutucu koruma görevlisiyle çevrili olarak geldi.;"guard; protector; minder";;B1;"environment_ecology;work_career";Birini korumak için istihdam edilen kişi.
boil;kaynatmak;v.;Boil the water for several minutes before drinking it.;Suyu içmeden önce birkaç dakika kaynatın.;"heat; simmer";"freeze; cool";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
boiler;Kazan;n.;The building's old boiler finally broke down in the middle of a very cold winter.;Binanın eski kazanı, çok soğuk bir kışın ortasında nihayet bozuldu.;"heater; furnace; tank";;B1;housing_home;Suyu ısıtmak için kullanılan bir cihaz.
bold;"cesur, gözü pek, cüretkâr; koyu renk yazılmış, kalın";adj.;The mayor made a bold decision to convert a major traffic lane into protected space for bicycles and buses.;Belediye başkanı, büyük bir trafik şeridini bisikletler ve otobüsler için korumalı alana dönüştürme konusunda cesur bir karar aldı.;"brave; daring; fearless";"timid; cowardly; faint";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
boldly;cesurca, cesaretle;adv.;The architects boldly preserved the ruined industrial walls instead of hiding them behind a completely new façade.;Mimarlar, yıkık sanayi duvarlarını tamamen yeni bir cephenin arkasına gizlemek yerine cesurca korudu.;"bravely; courageously; audaciously";"timidly; fearfully";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
broadcast;"yayın yapmak, yayınlamak; radyo/TV yayını";"n.;v.";Emergency agencies broadcast evacuation instructions on radio, television, and mobile networks as the wildfire approached populated areas.;Orman yangını yerleşim alanlarına yaklaşırken acil durum kurumları tahliye talimatlarını radyo, televizyon ve mobil ağlardan yayınladı.;"transmit; air; program";;B2;"communication_media;literature_publishing";Radyo veya televizyon aracılığıyla iletmek.
bond;tahvil;n.;The government issued new bonds to raise money for major infrastructure projects like building highways and bridges.;Hükümet, otoyollar ve köprüler inşa etmek gibi büyük altyapı projeleri için para toplamak amacıyla yeni tahviller çıkardı.;"debenture; security";"stock; share";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bonded;bağlı, kenetlenmiş;adj.;The two friends were strongly bonded by their shared experiences and mutual trust over many years.;İki arkadaş, yıllar boyunca paylaştıkları deneyimler ve karşılıklı güvenle güçlü bir şekilde bağlanmışlardı.;"attached; connected; linked";"separated; detached";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bonnet;"Çocuk Başlığı; Arabanın Kaputu";n.;He lifted the car's bonnet to check the engine oil level before a long journey.;Uzun bir yolculuktan önce motor yağ seviyesini kontrol etmek için arabanın kaputunu kaldırdı.;"hood; cap; hat";;B2;transportation_traffic;"İngiliz İngilizcesinde araba kaputu; veya bir tür başlık."
bony;Çok Zayıf;adj.;The dog was so bony that you could clearly see its ribs through its thin fur.;Köpek o kadar kemikliydi ki, ince tüylerinin arasından kaburgaları açıkça görülebiliyordu.;"thin; gaunt; skeletal";"plump; fat; fleshy";C1;academic_general;"Çok az eti olan; kemikleri belirgin."
book;yer ayırtmak;v.;Visitors are advised to book accommodation months in advance because rooms become scarce during the annual festival.;Yıllık festival sırasında odalar azaldığı için ziyaretçilere konaklama yerlerini aylar öncesinden ayırtmaları tavsiye edilir.;"reserve; schedule";;A2;"geography_places;literature_publishing";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
book on sth;... konulu kitap;NP;I'm reading a book on the Ottoman Empire.;Osmanlı İmparatorluğu hakkında bir kitap okuyorum.;"book about; text on";;B1;literature_publishing;Orta seviye kelime. Genel iletişimde kullanılır.
booklet;Broşür;n.;The tourist information office provided a free booklet with a map of the city.;Turist danışma ofisi, şehrin haritasını içeren ücretsiz bir kitapçık sağladı.;"brochure; pamphlet; leaflet";;B1;literature_publishing;Genellikle kapaklı, ince kitapçık.
bully;"zorba, kabadayı; zorbalık etmek";"n.;v.";A workplace bully can damage an entire team by making colleagues afraid to raise mistakes or disagree openly.;İş yerindeki bir zorba, çalışma arkadaşlarını hataları dile getirmekten veya açıkça karşı çıkmaktan korkutarak tüm ekibe zarar verebilir.;"intimidate; torment; oppressor";victim;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
cause;"sebep olmak, neden olmak; neden, sebep; dava, amaç, ülkü, gaye";"n.;v.";Excess fertilizer can cause algae to grow rapidly, reducing oxygen levels and threatening fish in lakes and coastal waters.;Aşırı gübre, alglerin hızla büyümesine neden olarak oksijen seviyelerini düşürebilir ve göller ile kıyı sularındaki balıkları tehdit edebilir.;"reason; motive; bring about; purpose";"effect; result";B2;cause_effect;Bir şeyin olmasına yol açmak veya onun nedeni.
boot;"Ayakkabı, Bot; Bagaj";n.;He put his suitcase in the boot of the taxi before getting into the back seat.;Arka koltuğa binmeden önce bavulunu taksinin bagajına koydu.;"trunk; luggage compartment; shoe";;A2;fashion_clothing;"Ayağı giyen ayakkabı türü; İngiliz İngilizcesinde araba bagajı."
chase;"kovalamak, peşinden koşmak; kovalama, takip";"n.;v.";Police helicopters continued to chase the stolen vehicle until traffic became too dense for a safe pursuit.;Polis helikopterleri, trafik güvenli bir takibi imkânsız kılacak kadar yoğunlaşana kadar çalınan aracı kovalamaya devam etti.;"pursue; follow; track; hunt";"flee; escape; avoid";B2;movement_location;Birini veya bir şeyi yakalamak için takip etmek.
bordering;sınırlayan;adj.;The garden is bordering the lake, providing a stunning view from the house.;Bahçe göle sınırdır (kıyısındadır) ve eve muhteşem bir manzara sağlar.;"adjacent to; next to";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
